,target,x1,x2
0,1,3.14809654192,-0.75050377358
1,1,2.22931254244,-2.98301197146
2,0,0.363164316012,0.515126970639
3,1,0.95181540442,0.735843193512
4,1,-0.545897259082,-0.22807509561
5,1,0.819843659619,-0.0691927973508
6,0,1.72550797072,1.04083442261
7,1,2.01212407531,0.991159677382
8,2,0.915496879402,-1.30434057399
9,2,0.451442713541,-0.571196035984
10,0,-0.717451249681,0.736651817422
11,0,0.924896816569,-0.624842604231
12,0,1.74681383476,1.61190468073
13,0,0.46913971754,0.460448076438
14,2,-1.17169549418,-2.50613147691
15,0,2.41417359202,0.286520849494
16,0,-0.170609346359,3.61130302618
17,2,2.39838569634,-2.04913051228
18,2,-1.16564400195,-1.14468070956
19,2,-1.91935231012,-2.0383500878
20,1,3.39974156799,1.08175084906
21,2,0.365575173722,-3.07308404728
22,0,1.0558132135,0.0374753782846
23,2,0.684216184384,-0.621769459996
24,0,-0.627762342948,2.64124365003
25,1,-1.1651642816,-0.0537355631108
26,2,-2.01198995462,-1.82283961727
27,2,1.31889660576,-3.20833024368
28,2,0.679428158868,0.510821507057
29,2,-1.66055757758,0.570998695691
30,0,1.17845628925,1.64041706657
31,0,2.10561745807,2.5381876897
32,0,0.59911739817,0.370353332727
33,2,-2.41732532032,-2.43015956988
34,0,-0.77403275952,1.44203095346
35,1,-0.890481411995,0.785171291726
36,1,-0.75175763357,1.13193168651
37,1,1.46886489485,0.221129726148
38,1,0.595155325129,-0.19431531759
39,0,-2.20068806638,2.86175395136
40,1,1.85640982288,0.219963932039
41,2,-1.96972196081,-1.90703834972
42,2,-2.50045411966,-0.767371204406
43,2,-0.250695860832,-1.32586869851
44,0,-0.75923746527,1.35226154706
45,2,0.284963459276,-2.52448537278
46,0,1.64510986834,5.64463086218
47,0,1.16128254577,0.69730453924
48,1,2.60828157861,0.0242185440422
49,1,-1.88318081499,1.59663049511
50,2,-3.08933567959,-1.13612407632
51,1,-1.18999829508,1.83877883875
52,2,0.557124292487,-0.798146319168
53,1,2.44811778143,0.990253850613
54,0,-3.97222108785,4.79330319713
55,1,3.60960224668,-1.29227058525
56,1,2.36402210699,0.999949401138
57,2,-0.748048063264,0.623761529741
58,0,-1.44566506889,3.26272743727
59,2,-0.393895499931,-0.507712222588
60,0,-1.83861282172,0.373344428443
61,1,-0.17459839162,-0.899325176124
62,0,-3.0079883798,-0.26467239926
63,0,-0.447763785265,0.827797753119
64,0,2.18692163804,0.389847721311
65,2,-0.602516450922,-3.06503439893
66,0,3.81555059324,0.616322624688
67,1,5.44215912589,2.75972557435
68,0,-2.84774904891,0.811853924855
69,0,-1.25217506455,0.236883693283
70,1,3.97852667416,0.748044106422
71,2,-2.3078843131,-0.72310573375
72,2,0.0705778401557,-3.76427841565
73,0,0.233176607784,-0.021779011322
74,0,-0.21273239059,0.0951685460752
75,2,1.43761432266,-1.05113207982
76,2,-0.936045116528,-1.23109063041
77,0,0.574083709477,-0.028298710913
78,2,2.73763638672,-1.72559989711
79,2,0.0759507811674,-1.31445007653
80,1,-1.03569972324,2.55073879902
81,1,3.5130287443,2.81386516817
82,1,2.84678162639,-0.300860485557
83,2,-0.283023737006,-1.42483439195
84,2,-1.73372287501,-2.83438024221
85,1,2.07266104598,-0.921837536118
86,0,2.35620290945,1.74995984975
87,2,-0.61272067545,-3.02510739661
88,2,-0.260789967739,-2.48422769058
89,1,1.75180965384,-0.921904735628
90,1,3.97708249313,3.27834212453
91,1,4.10852367306,-0.908360553474
92,2,-0.34099871968,-3.99473387498
93,2,-2.56784852658,-1.52600356347
94,0,0.360715155329,2.14741882933
95,0,0.147759687104,2.52213794265
96,0,0.124432535475,-1.30651928814
97,1,1.5631054392,-0.160568904798
98,0,2.64214935986,2.50856500927
99,1,-0.294495610137,0.674142078857
100,0,-0.877825140349,-1.41234141084
101,2,-2.07442515112,0.0954621684949
102,0,2.25102895103,-1.38891245691
103,0,0.640248964869,1.40180072472
104,2,0.277793335219,-1.99113764164
105,2,0.557553300781,-0.225136839118
106,1,2.72593919738,-0.202204867882
107,2,1.82494060014,-1.48247330195
108,0,0.828880526283,3.20629646483
109,1,4.18934779146,2.84862675012
110,2,-1.33169338547,-0.441911623928
111,2,-1.47173475325,-2.34426026389
112,0,-0.516576241017,2.66569946654
113,2,-0.834062825521,-1.71464338523
114,2,-0.382780975042,-0.397474589062
115,1,3.59036366454,1.36627614134
116,2,-0.0645915829417,-0.410211471344
117,0,-0.105729767359,-0.509797519476
118,2,0.493025502157,-0.341095439973
119,0,-2.79034023043,0.903139380881
120,2,-1.08924893153,-0.817191680366
121,2,-1.05710097319,0.0939749009456
122,0,-0.123082788239,1.05856973958
123,2,-2.06375526051,-0.605724959321
124,1,1.5386534774,-2.33595474498
125,2,-1.14374029062,-1.94654088471
126,2,-0.738908763567,-1.21791705746
127,1,1.98120325384,-1.36289900333
128,2,-0.0115020532166,-0.587131199534
129,0,-0.360712809182,1.95226576011
130,0,3.96454135925,2.99502942406
131,0,0.449243031349,0.610302711006
132,1,1.99382202573,1.99027518941
133,0,2.67410011491,0.868687381099
134,1,-1.15385896543,-1.16598192755
135,0,-0.617509522133,0.728537367106
136,2,1.86735535818,-2.43644833875
137,0,-0.54644537124,2.13164977007
138,0,1.04227377538,2.6537042433
139,2,-3.20308785649,-2.81743165959
140,0,-0.183370040657,0.33222722483
141,0,0.954878545123,2.93209195115
142,0,-0.844211987995,2.63670031131
143,2,-0.764896026248,-0.976131210473
144,1,1.7425062863,-0.31946736374
145,1,2.364516012,0.894094121916
146,1,3.03698602974,3.79597682307
147,2,-0.536370808772,-1.8547552437
148,2,-0.654479269347,-1.54420580374
149,1,0.0426150906708,-1.67838413738
150,1,0.331994858877,-4.82922685075
151,1,2.70016070356,0.556192202128
152,2,-0.834141484169,-3.03044355845
153,0,2.9917204326,-0.212450861417
154,0,-0.150290083901,0.228080601113
155,2,0.561719508898,-1.73908334303
156,0,2.11230536899,0.75100988839
